symbol,w_trend,w_elliott,w_volatility,w_volume,trades,wins,losses,win_rate,profit_factor,total_r,avg_r
BTC-USD,0.6,0.2,0.1,0.1,2839,939,1900,0.3307502641775273,1.3069204955403877,578.8055723569809,0.20387656652236028
BTC-USD,0.6,0.2,0.2,0.0,2839,939,1900,0.3307502641775273,1.3069204955403877,578.8055723569809,0.20387656652236028
BTC-USD,0.6,0.3,0.0,0.1,2839,939,1900,0.3307502641775273,1.3069204955403877,578.8055723569809,0.20387656652236028
BTC-USD,0.6,0.3,0.1,0.0,2839,939,1900,0.3307502641775273,1.3069204955403877,578.8055723569809,0.20387656652236028
BTC-USD,0.6,0.4,0.0,0.0,2839,939,1900,0.3307502641775273,1.3069204955403877,578.8055723569809,0.20387656652236028
BTC-USD,0.7,0.0,0.0,0.3,2604,842,1762,0.32334869431643626,1.2614377641514467,457.67596751511775,0.175758820090291
BTC-USD,0.7,0.0,0.1,0.2,2604,842,1762,0.32334869431643626,1.2614377641514467,457.67596751511775,0.175758820090291
BTC-USD,0.7,0.0,0.2,0.1,2604,842,1762,0.32334869431643626,1.2614377641514467,457.67596751511775,0.175758820090291
BTC-USD,0.7,0.0,0.3,0.0,2604,842,1762,0.32334869431643626,1.2614377641514467,457.67596751511775,0.175758820090291
BTC-USD,0.7,0.1,0.0,0.2,3067,996,2071,0.32474731007499186,1.2803361804819937,576.609067137836,0.18800426056010303
BTC-USD,0.7,0.1,0.1,0.1,3067,996,2071,0.32474731007499186,1.2803361804819937,576.609067137836,0.18800426056010303
BTC-USD,0.7,0.1,0.2,0.0,3067,996,2071,0.32474731007499186,1.2803361804819937,576.609067137836,0.18800426056010303
BTC-USD,0.7,0.2,0.0,0.1,3067,996,2071,0.32474731007499186,1.2803361804819937,576.609067137836,0.18800426056010303
BTC-USD,0.7,0.2,0.1,0.0,3067,996,2071,0.32474731007499186,1.2803361804819937,576.609067137836,0.18800426056010303
BTC-USD,0.7,0.3,0.0,0.0,3067,996,2071,0.32474731007499186,1.2803361804819937,576.609067137836,0.18800426056010303
BTC-USD,0.8,0.0,0.0,0.2,3269,1061,2208,0.3245640868767207,1.2846980687108378,624.5844460424433,0.19106284675510657
BTC-USD,0.8,0.0,0.1,0.1,3269,1061,2208,0.3245640868767207,1.2846980687108378,624.5844460424433,0.19106284675510657
BTC-USD,0.8,0.0,0.2,0.0,3269,1061,2208,0.3245640868767207,1.2846980687108378,624.5844460424433,0.19106284675510657
BTC-USD,0.8,0.1,0.0,0.1,3292,1072,2220,0.32563791008505466,1.290836484826397,641.5412391723136,0.19487886973642574
BTC-USD,0.8,0.1,0.1,0.0,3292,1072,2220,0.32563791008505466,1.290836484826397,641.5412391723136,0.19487886973642574
BTC-USD,0.8,0.2,0.0,0.0,3292,1072,2220,0.32563791008505466,1.290836484826397,641.5412391723136,0.19487886973642574
BTC-USD,0.9,0.0,0.0,0.1,3329,1090,2239,0.32742565334935414,1.304549428598413,677.3347057099462,0.20346491610391895
BTC-USD,0.9,0.0,0.1,0.0,3329,1090,2239,0.32742565334935414,1.304549428598413,677.3347057099462,0.20346491610391895
BTC-USD,0.9,0.1,0.0,0.0,3329,1090,2239,0.32742565334935414,1.304549428598413,677.3347057099462,0.20346491610391895
BTC-USD,1.0,0.0,0.0,0.0,3329,1090,2239,0.32742565334935414,1.304549428598413,677.3347057099462,0.20346491610391895
ETH-USD,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.0,0.1,0.9,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.0,0.2,0.8,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.0,0.3,0.7,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.0,0.4,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.0,0.5,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.0,0.6,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.0,0.7,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.0,0.8,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.0,0.9,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.1,0.0,0.9,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.1,0.1,0.8,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.1,0.2,0.7,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.1,0.3,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.1,0.4,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.1,0.5,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.1,0.6,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.1,0.7,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.1,0.8,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.1,0.9,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.2,0.0,0.8,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.2,0.1,0.7,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.2,0.2,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.2,0.3,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.2,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.2,0.5,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.2,0.6,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.2,0.7,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.2,0.8,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.3,0.0,0.7,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.3,0.1,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.3,0.2,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.3,0.3,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.3,0.4,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.3,0.5,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.3,0.6,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.3,0.7,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.4,0.0,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.4,0.1,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.4,0.2,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.4,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.4,0.4,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.4,0.5,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.4,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.5,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.5,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.5,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.5,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.5,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.5,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.0,0.6,0.0,0.4,5176,1931,3245,0.37306800618238023,1.3472915306289346,1104.6773076677193,0.21342297288789014
ETH-USD,0.0,0.6,0.1,0.3,5176,1931,3245,0.37306800618238023,1.3472915306289346,1104.6773076677193,0.21342297288789014
ETH-USD,0.0,0.6,0.2,0.2,5176,1931,3245,0.37306800618238023,1.3472915306289346,1104.6773076677193,0.21342297288789014
ETH-USD,0.0,0.6,0.3,0.1,5176,1931,3245,0.37306800618238023,1.3472915306289346,1104.6773076677193,0.21342297288789014
ETH-USD,0.0,0.6,0.4,0.0,5176,1931,3245,0.37306800618238023,1.3472915306289346,1104.6773076677193,0.21342297288789014
ETH-USD,0.0,0.7,0.0,0.3,5545,2013,3532,0.3630297565374211,1.2902888345787746,1006.6739911654165,0.18154625629673876
ETH-USD,0.0,0.7,0.1,0.2,5545,2013,3532,0.3630297565374211,1.2902888345787746,1006.6739911654165,0.18154625629673876
ETH-USD,0.0,0.7,0.2,0.1,5545,2013,3532,0.3630297565374211,1.2902888345787746,1006.6739911654165,0.18154625629673876
ETH-USD,0.0,0.7,0.3,0.0,5545,2013,3532,0.3630297565374211,1.2902888345787746,1006.6739911654165,0.18154625629673876
ETH-USD,0.0,0.8,0.0,0.2,5568,2019,3549,0.36260775862068967,1.2882988095862669,1004.6739911654165,0.1804371392179268
ETH-USD,0.0,0.8,0.1,0.1,5568,2019,3549,0.36260775862068967,1.2882988095862669,1004.6739911654165,0.1804371392179268
ETH-USD,0.0,0.8,0.2,0.0,5568,2019,3549,0.36260775862068967,1.2882988095862669,1004.6739911654165,0.1804371392179268
ETH-USD,0.0,0.9,0.0,0.1,5568,2019,3549,0.36260775862068967,1.2882988095862669,1004.6739911654165,0.1804371392179268
ETH-USD,0.0,0.9,0.1,0.0,5568,2019,3549,0.36260775862068967,1.2882988095862669,1004.6739911654165,0.1804371392179268
ETH-USD,0.0,1.0,0.0,0.0,5568,2019,3549,0.36260775862068967,1.2882988095862669,1004.6739911654165,0.1804371392179268
ETH-USD,0.1,0.0,0.0,0.9,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.0,0.1,0.8,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.0,0.2,0.7,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.0,0.3,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.0,0.4,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.0,0.5,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.0,0.6,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.0,0.7,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.0,0.8,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.0,0.9,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.1,0.0,0.8,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.1,0.1,0.7,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.1,0.2,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.1,0.3,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.1,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.1,0.5,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.1,0.6,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.1,0.7,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.1,0.8,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.2,0.0,0.7,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.2,0.1,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.2,0.2,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.2,0.3,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.2,0.4,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.2,0.5,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.2,0.6,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.2,0.7,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.3,0.0,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.3,0.1,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.3,0.2,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.3,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.3,0.4,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.3,0.5,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.3,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.4,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.4,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.4,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.4,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.4,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.4,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.1,0.5,0.0,0.4,3377,1297,2080,0.3840687000296121,1.4415622315906278,901.0589477670245,0.2668223120423525
ETH-USD,0.1,0.5,0.1,0.3,3377,1297,2080,0.3840687000296121,1.4415622315906278,901.0589477670245,0.2668223120423525
ETH-USD,0.1,0.5,0.2,0.2,3377,1297,2080,0.3840687000296121,1.4415622315906278,901.0589477670245,0.2668223120423525
ETH-USD,0.1,0.5,0.3,0.1,3377,1297,2080,0.3840687000296121,1.4415622315906278,901.0589477670245,0.2668223120423525
ETH-USD,0.1,0.5,0.4,0.0,3377,1297,2080,0.3840687000296121,1.4415622315906278,901.0589477670245,0.2668223120423525
ETH-USD,0.1,0.6,0.0,0.3,5444,1984,3460,0.36443791329904485,1.3010090565030343,1022.1773076677193,0.18776217995365896
ETH-USD,0.1,0.6,0.1,0.2,5444,1984,3460,0.36443791329904485,1.3010090565030343,1022.1773076677193,0.18776217995365896
ETH-USD,0.1,0.6,0.2,0.1,5444,1984,3460,0.36443791329904485,1.3010090565030343,1022.1773076677193,0.18776217995365896
ETH-USD,0.1,0.6,0.3,0.0,5444,1984,3460,0.36443791329904485,1.3010090565030343,1022.1773076677193,0.18776217995365896
ETH-USD,0.1,0.7,0.0,0.2,5554,2018,3536,0.3633417356859921,1.2924026571333718,1015.1739911654165,0.18278249750907752
ETH-USD,0.1,0.7,0.1,0.1,5554,2018,3536,0.3633417356859921,1.2924026571333718,1015.1739911654165,0.18278249750907752
ETH-USD,0.1,0.7,0.2,0.0,5554,2018,3536,0.3633417356859921,1.2924026571333718,1015.1739911654165,0.18278249750907752
ETH-USD,0.1,0.8,0.0,0.1,5568,2019,3549,0.36260775862068967,1.2882988095862669,1004.6739911654165,0.1804371392179268
ETH-USD,0.1,0.8,0.1,0.0,5568,2019,3549,0.36260775862068967,1.2882988095862669,1004.6739911654165,0.1804371392179268
ETH-USD,0.1,0.9,0.0,0.0,5568,2019,3549,0.36260775862068967,1.2882988095862669,1004.6739911654165,0.1804371392179268
ETH-USD,0.2,0.0,0.0,0.8,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.0,0.1,0.7,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.0,0.2,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.0,0.3,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.0,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.0,0.5,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.0,0.6,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.0,0.7,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.0,0.8,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.1,0.0,0.7,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.1,0.1,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.1,0.2,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.1,0.3,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.1,0.4,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.1,0.5,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.1,0.6,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.1,0.7,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.2,0.0,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.2,0.1,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.2,0.2,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.2,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.2,0.4,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.2,0.5,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.2,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.3,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.3,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.3,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.3,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.3,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.3,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.2,0.4,0.0,0.4,2801,1092,1709,0.3898607640128526,1.4849041868776185,810.8308541692465,0.2894790625381102
ETH-USD,0.2,0.4,0.1,0.3,2801,1092,1709,0.3898607640128526,1.4849041868776185,810.8308541692465,0.2894790625381102
ETH-USD,0.2,0.4,0.2,0.2,2801,1092,1709,0.3898607640128526,1.4849041868776185,810.8308541692465,0.2894790625381102
ETH-USD,0.2,0.4,0.3,0.1,2801,1092,1709,0.3898607640128526,1.4849041868776185,810.8308541692465,0.2894790625381102
ETH-USD,0.2,0.4,0.4,0.0,2801,1092,1709,0.3898607640128526,1.4849041868776185,810.8308541692465,0.2894790625381102
ETH-USD,0.2,0.5,0.0,0.3,3638,1354,2284,0.3721825178669599,1.3740323305666033,839.5589477670245,0.2307748619480551
ETH-USD,0.2,0.5,0.1,0.2,3638,1354,2284,0.3721825178669599,1.3740323305666033,839.5589477670245,0.2307748619480551
ETH-USD,0.2,0.5,0.2,0.1,3638,1354,2284,0.3721825178669599,1.3740323305666033,839.5589477670245,0.2307748619480551
ETH-USD,0.2,0.5,0.3,0.0,3638,1354,2284,0.3721825178669599,1.3740323305666033,839.5589477670245,0.2307748619480551
ETH-USD,0.2,0.6,0.0,0.2,5450,1989,3461,0.36495412844036695,1.3043059456815627,1033.6773076677193,0.1896655610399485
ETH-USD,0.2,0.6,0.1,0.1,5450,1989,3461,0.36495412844036695,1.3043059456815627,1033.6773076677193,0.1896655610399485
ETH-USD,0.2,0.6,0.2,0.0,5450,1989,3461,0.36495412844036695,1.3043059456815627,1033.6773076677193,0.1896655610399485
ETH-USD,0.2,0.7,0.0,0.1,5554,2018,3536,0.3633417356859921,1.2924026571333718,1015.1739911654165,0.18278249750907752
ETH-USD,0.2,0.7,0.1,0.0,5554,2018,3536,0.3633417356859921,1.2924026571333718,1015.1739911654165,0.18278249750907752
ETH-USD,0.2,0.8,0.0,0.0,5568,2019,3549,0.36260775862068967,1.2882988095862669,1004.6739911654165,0.1804371392179268
ETH-USD,0.3,0.0,0.0,0.7,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.0,0.1,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.0,0.2,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.0,0.3,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.0,0.4,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.0,0.5,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.0,0.6,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.0,0.7,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.1,0.0,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.1,0.1,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.1,0.2,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.1,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.1,0.4,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.1,0.5,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.1,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.2,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.2,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.2,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.2,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.2,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.2,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.3,0.3,0.0,0.4,2256,920,1336,0.4078014184397163,1.6156530321579856,805.8410598112907,0.357199051334792
ETH-USD,0.3,0.3,0.1,0.3,2256,920,1336,0.4078014184397163,1.6156530321579856,805.8410598112907,0.357199051334792
ETH-USD,0.3,0.3,0.2,0.2,2256,920,1336,0.4078014184397163,1.6156530321579856,805.8410598112907,0.357199051334792
ETH-USD,0.3,0.3,0.3,0.1,2256,920,1336,0.4078014184397163,1.6156530321579856,805.8410598112907,0.357199051334792
ETH-USD,0.3,0.3,0.4,0.0,2256,920,1336,0.4078014184397163,1.6156530321579856,805.8410598112907,0.357199051334792
ETH-USD,0.3,0.4,0.0,0.3,3626,1351,2275,0.37258687258687256,1.3762090420455284,841.0589477670245,0.23195227461859474
ETH-USD,0.3,0.4,0.1,0.2,3626,1351,2275,0.37258687258687256,1.3762090420455284,841.0589477670245,0.23195227461859474
ETH-USD,0.3,0.4,0.2,0.1,3626,1351,2275,0.37258687258687256,1.3762090420455284,841.0589477670245,0.23195227461859474
ETH-USD,0.3,0.4,0.3,0.0,3626,1351,2275,0.37258687258687256,1.3762090420455284,841.0589477670245,0.23195227461859474
ETH-USD,0.3,0.5,0.0,0.2,3650,1360,2290,0.3726027397260274,1.3770340892247983,848.5589477670245,0.23248190349781495
ETH-USD,0.3,0.5,0.1,0.1,3650,1360,2290,0.3726027397260274,1.3770340892247983,848.5589477670245,0.23248190349781495
ETH-USD,0.3,0.5,0.2,0.0,3650,1360,2290,0.3726027397260274,1.3770340892247983,848.5589477670245,0.23248190349781495
ETH-USD,0.3,0.6,0.0,0.1,5450,1989,3461,0.36495412844036695,1.3043059456815627,1033.6773076677193,0.1896655610399485
ETH-USD,0.3,0.6,0.1,0.0,5450,1989,3461,0.36495412844036695,1.3043059456815627,1033.6773076677193,0.1896655610399485
ETH-USD,0.3,0.7,0.0,0.0,5554,2018,3536,0.3633417356859921,1.2924026571333718,1015.1739911654165,0.18278249750907752
ETH-USD,0.4,0.0,0.0,0.6,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.0,0.1,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.0,0.2,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.0,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.0,0.4,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.0,0.5,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.1,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.1,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.1,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.1,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.1,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.1,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.4,0.2,0.0,0.4,2086,864,1222,0.41418983700862894,1.6586987982210675,788.8228332489442,0.3781509267732235
ETH-USD,0.4,0.2,0.1,0.3,2086,864,1222,0.41418983700862894,1.6586987982210675,788.8228332489442,0.3781509267732235
ETH-USD,0.4,0.2,0.2,0.2,2086,864,1222,0.41418983700862894,1.6586987982210675,788.8228332489442,0.3781509267732235
ETH-USD,0.4,0.2,0.3,0.1,2086,864,1222,0.41418983700862894,1.6586987982210675,788.8228332489442,0.3781509267732235
ETH-USD,0.4,0.2,0.4,0.0,2086,864,1222,0.41418983700862894,1.6586987982210675,788.8228332489442,0.3781509267732235
ETH-USD,0.4,0.3,0.0,0.3,3615,1348,2267,0.37289073305670817,1.3777845704855218,841.5589477670245,0.23279638942379655
ETH-USD,0.4,0.3,0.1,0.2,3615,1348,2267,0.37289073305670817,1.3777845704855218,841.5589477670245,0.23279638942379655
ETH-USD,0.4,0.3,0.2,0.1,3615,1348,2267,0.37289073305670817,1.3777845704855218,841.5589477670245,0.23279638942379655
ETH-USD,0.4,0.3,0.3,0.0,3615,1348,2267,0.37289073305670817,1.3777845704855218,841.5589477670245,0.23279638942379655
ETH-USD,0.4,0.4,0.0,0.2,3650,1360,2290,0.3726027397260274,1.3770340892247983,848.5589477670245,0.23248190349781495
ETH-USD,0.4,0.4,0.1,0.1,3650,1360,2290,0.3726027397260274,1.3770340892247983,848.5589477670245,0.23248190349781495
ETH-USD,0.4,0.4,0.2,0.0,3650,1360,2290,0.3726027397260274,1.3770340892247983,848.5589477670245,0.23248190349781495
ETH-USD,0.4,0.5,0.0,0.1,3650,1360,2290,0.3726027397260274,1.3770340892247983,848.5589477670245,0.23248190349781495
ETH-USD,0.4,0.5,0.1,0.0,3650,1360,2290,0.3726027397260274,1.3770340892247983,848.5589477670245,0.23248190349781495
ETH-USD,0.4,0.6,0.0,0.0,5450,1989,3461,0.36495412844036695,1.3043059456815627,1033.6773076677193,0.1896655610399485
ETH-USD,0.5,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.5,0.0,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.5,0.0,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.5,0.0,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.5,0.0,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
ETH-USD,0.5,0.0,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
